Marker,Chr,cM
D1M1820,1,78.2491753343493
D1M1821,1,78.2821119809523
D1M1822,1,78.298948626034
D1M1823,1,78.3538204617798
D1M1824,1,78.3545756293461
D1M1825,1,78.3916539000347
D1M1826,1,78.3992732595652
D1M1827,1,78.4757523005828
D1M1828,1,78.6475998815149
D1M1829,1,78.6643363628536
D1M1830,1,78.6798663111404
D1M1831,1,78.7024079728872
D1M1832,1,78.7133684428409
D1M1833,1,78.757595680654
D1M1834,1,78.7887542741373
D1M1835,1,78.8683314761147
D1M1836,1,78.8929590163752
D1M1837,1,78.9372121961787
D1M1838,1,78.9724920038134
D1M1839,1,78.9838282344863
D1M1840,1,79.0333274798468
D1M1841,1,79.0381489181891
D1M1842,1,79.0502463513985
D1M1843,1,79.1453787311912
D1M1844,1,79.2231119563803
D1M1845,1,79.2676930781454
D1M1846,1,79.3419205304235
D1M1847,1,79.4008713355288
D1M1848,1,79.4028631271794
D1M1849,1,79.4178992137313
D1M1850,1,79.4626457523555
D1M1851,1,79.4649181282148
D1M1852,1,79.5014949934557
D1M1853,1,79.5567719265819
D1M1854,1,79.5617614220828
D1M1855,1,79.5885162055492
D1M1856,1,79.5891043636948
D1M1857,1,79.6328700939193
D1M1858,1,79.6518194815144
D1M1859,1,79.6666440926492
D1M1860,1,79.6789408056065
D1M1861,1,79.7728895349428
D1M1862,1,79.8666511382908
D1M1863,1,79.9197145365179
D1M1864,1,79.9885325599462
D1M1865,1,80.0347682693973
D1M1866,1,80.0566384149715
D1M1867,1,80.0578595325351
D1M1868,1,80.0610048836097
D1M1869,1,80.0709078926593
D1M1870,1,80.0824731169268
D1M1871,1,80.1160718919709
D1M1872,1,80.1328772725537
D1M1873,1,80.2099710423499
D1M1874,1,80.2160084014758
D1M1875,1,80.22471296601
D1M1876,1,80.2276140265167
D1M1877,1,80.3027818026021
D1M1878,1,80.3463645977899
D1M1879,1,80.3742406703532
D1M1880,1,80.4671332379803
D1M1881,1,80.4875495843589
D1M1882,1,80.5130202602595
D1M1883,1,80.6233043130487
D1M1884,1,80.7169437082484
D1M1885,1,80.9531784290448
D1M1886,1,81.0250893747434
D1M1887,1,81.0786280268803
D1M1888,1,81.0873786918819
D1M1889,1,81.0997520154342
D1M1890,1,81.1466833809391
D1M1891,1,81.1507499450818
D1M1892,1,81.3314723689109
D1M1893,1,81.3549874629825
D1M1894,1,81.3917020009831
D1M1895,1,81.468317960389
D1M1896,1,81.4754650834948
D1M1897,1,81.4896113052964
D1M1898,1,81.6605200711638
D1M1899,1,81.7319980077446
D1M1900,1,81.735004093498
D1M1901,1,81.7614595172927
D1M1902,1,81.8057975638658
D1M1903,1,81.8277789372951
D1M1904,1,81.9467997411266
D1M1905,1,82.0035927090794
D1M1906,1,82.0047007966787
D1M1907,1,82.0240000868216
D1M1908,1,82.0579040469602
D1M1909,1,82.1055120835081
D1M1910,1,82.1221184358001
D1M1911,1,82.1414187317714
D1M1912,1,82.2016250202432
D1M1913,1,82.2683372162282
D1M1914,1,82.4843886075541
D1M1915,1,82.5004708394408
D1M1916,1,82.5833735615015
D1M1917,1,82.723574177362
D1M1918,1,82.8173602558672
D1M1919,1,82.864075829275
D1M1920,1,82.9031182732433
D1M1921,1,82.9611323168501
D1M1922,1,82.990690888837
D1M1923,1,83.0176168726757
D1M1924,1,83.0793313169852
D1M1925,1,83.1070633046329
D1M1926,1,83.2242687558755
D1M1927,1,83.2260876707733
D1M1928,1,83.2914494583383
D1M1929,1,83.3739678282291
D1M1930,1,83.4302861709148
D1M1931,1,83.513228581287
D1M1932,1,83.5459431493655
D1M1933,1,83.5801882529631
D1M1934,1,83.6447734152898
D1M1935,1,83.68336470332
D1M1936,1,83.761413381435
D1M1937,1,83.8127685897052
D1M1938,1,83.9083568612114
D1M1939,1,84.0807208092883
D1M1940,1,84.118794137612
D1M1941,1,84.2910453071818
D1M1942,1,84.320994685404
D1M1943,1,84.3260566005483
D1M1944,1,84.376798546873
D1M1945,1,84.399994709529
D1M1946,1,84.4651696225628
D1M1947,1,84.4882267713547
D1M1948,1,84.4885933538899
D1M1949,1,84.5081444783136
D1M1950,1,84.5873930677772
D1M1951,1,84.6231511887163
D1M1952,1,84.7221295628697
D1M1953,1,84.7423549275845
D1M1954,1,84.7500385763124
D1M1955,1,84.7916921926662
D1M1956,1,84.8574853129685
D1M1957,1,84.8598908772692
D1M1958,1,84.9475315539166
D1M1959,1,84.9921238655224
D1M1960,1,85.0021564587951
D1M1961,1,85.0118913687766
D1M1962,1,85.0478258030489
D1M1963,1,85.0604607677087
D1M1964,1,85.1603197865188
D1M1965,1,85.2257031574845
D1M1966,1,85.2305577043444
D1M1967,1,85.2760418085381
D1M1968,1,85.3308174200356
D1M1969,1,85.4023307701573
D1M1970,1,85.430822703056
D1M1971,1,85.4989962419495
D1M1972,1,85.515644880943
D1M1973,1,85.5291158566251
D1M1974,1,85.5500940419734
D1M1975,1,85.571625684388
D1M1976,1,85.6213631015271
D1M1977,1,85.6485069729388
D1M1978,1,85.6854631612077
D1M1979,1,85.7138433214277
D1M1980,1,85.8076629275456
D1M1981,1,85.8196877734736
D1M1982,1,85.9035951085389
D1M1983,1,85.9164677420631
D1M1984,1,85.9325280133635
D1M1985,1,85.9433779679239
D1M1986,1,85.9681403730065
D1M1987,1,85.9757140092552
D1M1988,1,85.9910834021866
D1M1989,1,85.991521817632
D1M1990,1,86.0187605302781
D1M1991,1,86.0750925773755
D1M1992,1,86.1239795247093
D1M1993,1,86.1432939441875
D1M1994,1,86.1614234559238
D1M1995,1,86.1830742890015
D1M1996,1,86.1973431799561
D1M1997,1,86.2604506546631
D1M1998,1,86.3091335026547
D1M1999,1,86.3704429753125
D1M2000,1,86.4167037047446
D1M2001,1,86.4767781458795
D1M2002,1,86.5155467530712
D1M2003,1,86.5738152293488
D1M2004,1,86.5823490126058
D1M2005,1,86.6602465650067
D1M2006,1,86.7905231751502
D1M2007,1,86.8165878765285
D1M2008,1,86.8250123178586
D1M2009,1,86.8326965952292
D1M2010,1,87.0107666915283
D1M2011,1,87.0362658239901
D1M2012,1,87.0524718984962
D1M2013,1,87.0582459401339
D1M2014,1,87.1175860846415
D1M2015,1,87.2555474331602
D1M2016,1,87.2572580119595
D1M2017,1,87.2981425048783
D1M2018,1,87.3865192383528
D1M2019,1,87.4030588706955
D1M2020,1,87.4209792539477
D1M2021,1,87.4286573706195
D1M2022,1,87.4670102354139
D1M2023,1,87.5068161031231
D1M2024,1,87.5068387761712
D1M2025,1,87.5815669633448
D1M2026,1,87.5904315384105
D1M2027,1,87.9960568109527
D1M2028,1,88.0330656794831
D1M2029,1,88.0559317627922
D1M2030,1,88.1536150490865
D1M2031,1,88.1743127340451
D1M2032,1,88.1932719703764
D1M2033,1,88.2051164796576
D1M2034,1,88.2185798278078
D1M2035,1,88.2376927882433
D1M2036,1,88.2455057278275
D1M2037,1,88.3802101202309
D1M2038,1,88.3844123035669
D1M2039,1,88.45323770307
D1M2040,1,88.542828890495
D1M2041,1,88.5671257646754
D1M2042,1,88.6112929042429
D1M2043,1,88.656949675642
D1M2044,1,88.667301745154
D1M2045,1,88.6696318304166
D1M2046,1,88.688850319013
D1M2047,1,88.7012604810297
D1M2048,1,88.7463833251968
D1M2049,1,88.7776151765138
D1M2050,1,88.782061105594
D1M2051,1,88.797371154651
D1M2052,1,88.8855793280527
D1M2053,1,88.8894437626004
D1M2054,1,88.9934603730217
D1M2055,1,88.9951211633161
D1M2056,1,89.0378146804869
D1M2057,1,89.0481408918276
D1M2058,1,89.0654412657022
D1M2059,1,89.0788512630388
D1M2060,1,89.1002960689366
D1M2061,1,89.1115390090272
D1M2062,1,89.1482301196083
D1M2063,1,89.1899159224704
D1M2064,1,89.2154459422454
D1M2065,1,89.2633340181783
D1M2066,1,89.2789428820834
D1M2067,1,89.3336131749675
D1M2068,1,89.3430264294147
D1M2069,1,89.403339587152
D1M2070,1,89.4156146747991
D1M2071,1,89.421534226276
D1M2072,1,89.5426530623809
D1M2073,1,89.5929934736341
D1M2074,1,89.6162493573502
D1M2075,1,89.6585956122726
D1M2076,1,89.7326155286282
D1M2077,1,89.7429032670334
D1M2078,1,89.8092632973567
D1M2079,1,89.8164664115757
D1M2080,1,89.8469651397318
D1M2081,1,90.1530877081677
D1M2082,1,90.158374090679
D1M2083,1,90.1734784059227
D1M2084,1,90.2257989998907
D1M2085,1,90.2768025454134
D1M2086,1,90.2945599006489
D1M2087,1,90.3158685006201
D1M2088,1,90.3507488267496
D1M2089,1,90.352498088032
D1M2090,1,90.3671986050904
D1M2091,1,90.4051467496902
D1M2092,1,90.5877353623509
D1M2093,1,90.6267488468438
D1M2094,1,90.8109059231356
D1M2095,1,90.8256473857909
D1M2096,1,90.8566242596135
D1M2097,1,90.9133818978444
D1M2098,1,90.9955943701789
D1M2099,1,91.0517443204299
D1M2100,1,91.0587572073564
D1M2101,1,91.1140993097797
D1M2102,1,91.1175619158894
D1M2103,1,91.1760517163202
D1M2104,1,91.2302025826648
D1M2105,1,91.2491094740108
D1M2106,1,91.2539672479033
D1M2107,1,91.2664084648713
D1M2108,1,91.2995946826413
D1M2109,1,91.3273658556864
D1M2110,1,91.3361136289313
D1M2111,1,91.3488279702142
D1M2112,1,91.4182914420962
D1M2113,1,91.5733874542639
D1M2114,1,91.6762207075953
D1M2115,1,91.6903846990317
D1M2116,1,91.822537179105
D1M2117,1,91.8252833420411
D1M2118,1,91.8446691334248
D1M2119,1,91.9304141169414
D1M2120,1,91.9727457035333
D1M2121,1,91.9801840977743
D1M2122,1,92.0983733329922
D1M2123,1,92.1612262073904
D1M2124,1,92.2070947475731
D1M2125,1,92.2572699515149
D1M2126,1,92.3042575176805
D1M2127,1,92.3432547831908
D1M2128,1,92.4016031809151
D1M2129,1,92.4176212912425
D1M2130,1,92.5950297620147
D1M2131,1,92.6518775057048
D1M2132,1,92.6819362677634
D1M2133,1,92.6880728686228
D1M2134,1,92.794707105495
D1M2135,1,92.8063518321142
D1M2136,1,92.8482976835221
D1M2137,1,92.9023045906797
D1M2138,1,92.9590486502275
D1M2139,1,93.0150279030204
D1M2140,1,93.0234305514023
D1M2141,1,93.0617687478662
D1M2142,1,93.2311027217656
D1M2143,1,93.2858103979379
D1M2144,1,93.3428039867431
D1M2145,1,93.3437047479674
D1M2146,1,93.4088557306677
D1M2147,1,93.4367405623198
D1M2148,1,93.4572080802172
D1M2149,1,93.4631925495341
D1M2150,1,93.5604095505551
D1M2151,1,93.6033723363653
D1M2152,1,93.7914270814508
D1M2153,1,93.8269150536507
D1M2154,1,93.8411069987342
D1M2155,1,93.9100273232907
D1M2156,1,94.004689687863
D1M2157,1,94.0430290158838
D1M2158,1,94.1315010096878
D1M2159,1,94.1901151975617
D1M2160,1,94.3057471141219
D1M2161,1,94.3174940161407
D1M2162,1,94.3586945906281
D1M2163,1,94.3720251275226
D1M2164,1,94.4021446583793
D1M2165,1,94.4463400030509
D1M2166,1,94.5457963133231
D1M2167,1,94.554730290547
D1M2168,1,94.554990674369
D1M2169,1,94.6075997315347
D1M2170,1,94.6376138180494
D1M2171,1,94.6679946547374
D1M2172,1,94.6829823357984
D1M2173,1,94.6834312286228
D1M2174,1,94.7172816703096
D1M2175,1,94.8773150425404
D1M2176,1,94.8905066493899
D1M2177,1,94.9159398581833
D1M2178,1,94.9577112821862
D1M2179,1,94.9792780447751
D1M2180,1,95.0007304782048
D1M2181,1,95.0193074997514
D1M2182,1,95.0478220637888
D1M2183,1,95.0487982621416
D1M2184,1,95.0698352465406
D1M2185,1,95.0924256071448
D1M2186,1,95.1143033802509
D1M2187,1,95.2365146297961
D1M2188,1,95.2722812164575
D1M2189,1,95.2969291247427
D1M2190,1,95.3571256902069
D1M2191,1,95.3648019209504
D1M2192,1,95.5455827247351
D1M2193,1,95.5483855493367
D1M2194,1,95.6500056060031
D1M2195,1,95.6815022416413
D1M2196,1,95.7714399369434
D1M2197,1,95.8101793332025
D1M2198,1,95.8330154092982
D1M2199,1,95.8682194864377
D1M2200,1,95.89846751187
D1M2201,1,95.9343859367073
D1M2202,1,95.9509090567008
D1M2203,1,96.0759665910155
D1M2204,1,96.1378765013069
D1M2205,1,96.1919849971309
D1M2206,1,96.2261565495282
D1M2207,1,96.2751113483682
D1M2208,1,96.3056805264205
D1M2209,1,96.3174924300984
D1M2210,1,96.3773789489642
D1M2211,1,96.5265044476837
D1M2212,1,96.5294197155163
D1M2213,1,96.5774432849139
D1M2214,1,96.6183672985062
D1M2215,1,96.6689607594162
D1M2216,1,96.679628030397
D1M2217,1,96.6900884360075
D1M2218,1,96.7128372984007
D1M2219,1,96.8156861001626
D1M2220,1,96.836971314624
D1M2221,1,96.8773549050093
D1M2222,1,96.9516580877826
D1M2223,1,96.9829738838598
D1M2224,1,97.1620851801708
D1M2225,1,97.1621060511097
D1M2226,1,97.1872069593519
D1M2227,1,97.227352000773
D1M2228,1,97.2408664785326
D1M2229,1,97.244562394917
D1M2230,1,97.2597219469026
D1M2231,1,97.3156105913222
D1M2232,1,97.3263574065641
D1M2233,1,97.3528916202486
D1M2234,1,97.5360347377136
D1M2235,1,97.5562703702599
D1M2236,1,97.5834763934836
D1M2237,1,97.6112493267283
D1M2238,1,97.6204818254337
D1M2239,1,97.6437998609617
D1M2240,1,97.6591651886702
D1M2241,1,97.791264904663
D1M2242,1,97.7980890730396
D1M2243,1,97.8018335206434
D1M2244,1,97.9621240915731
D1M2245,1,98.0154054192826
D1M2246,1,98.1325576035306
D1M2247,1,98.1975316861644
D1M2248,1,98.3407717896625
D1M2249,1,98.3687743870541
D1M2250,1,98.3824110310525
D1M2251,1,98.4668048517779
D1M2252,1,98.5141670051962
D1M2253,1,98.514753067866
D1M2254,1,98.6706745717674
D1M2255,1,98.6719529377297
D1M2256,1,98.7213495885953
D1M2257,1,98.7429951410741
D1M2258,1,98.798362640664
D1M2259,1,98.8841583766043
D1M2260,1,99.2275140294805
D1M2261,1,99.2365116253495
D1M2262,1,99.2677535768598
D1M2263,1,99.3768829805776
D1M2264,1,99.4636331638321
D1M2265,1,99.6256266441196
D1M2266,1,99.6465517301112
D1M2267,1,99.7288077464327
D1M2268,1,99.7518710140139
D1M2269,1,99.7574830753729
D1M2270,1,99.7710031270981
D1M2271,1,99.8087609186769
D1M2272,1,99.8258985579014
D1M2273,1,99.8742530448362
D1M2274,1,99.882112168707
D1M2275,1,99.9565523955971
D1M2276,1,99.9727437598631
D1M2277,1,99.9892188096419
D1M2278,1,100.027319672517
D1M2279,1,100.059493985027
D1M2280,1,100.200326764025
D1M2281,1,100.201969491318
D1M2282,1,100.233724163845
D1M2283,1,100.239420630969
D1M2284,1,100.240069348365
D1M2285,1,100.245501785539
D1M2286,1,100.24590772111
D1M2287,1,100.251484829932
D1M2288,1,100.259254602715
D1M2289,1,100.30387122184
D1M2290,1,100.383599507622
D1M2291,1,100.546029517427
D1M2292,1,100.558850602247
D1M2293,1,100.614029928111
D1M2294,1,100.643286751583
D1M2295,1,100.653224168345
D1M2296,1,100.675848727114
D1M2297,1,100.821933858097
D1M2298,1,100.857405611314
D1M2299,1,100.862956861965
D1M2300,1,100.92190511059
D1M2301,1,101.048368122429
D1M2302,1,101.137613430619
D1M2303,1,101.157856690697
D1M2304,1,101.161066037603
D1M2305,1,101.19182179682
D1M2306,1,101.221763882786
D1M2307,1,101.267721690238
D1M2308,1,101.279752613045
D1M2309,1,101.30092844367
D1M2310,1,101.313035055064
D1M2311,1,101.386257517152
D1M2312,1,101.46742912475
D1M2313,1,101.56311056111
D1M2314,1,101.567491739988
D1M2315,1,101.593778310344
D1M2316,1,101.648951140232
D1M2317,1,101.693881326355
D1M2318,1,101.748415916227
D1M2319,1,101.750617506914
D1M2320,1,101.769479177892
D1M2321,1,101.776842847466
D1M2322,1,101.787351323292
D1M2323,1,101.836577486247
D1M2324,1,101.851065186784
D1M2325,1,101.85322524514
D1M2326,1,101.883938130923
D1M2327,1,101.984842582606
D1M2328,1,102.042208369821
D1M2329,1,102.043549558148
D1M2330,1,102.084383298643
D1M2331,1,102.134530674666
D1M2332,1,102.183731566183
D1M2333,1,102.200087467209
D1M2334,1,102.277404782362
D1M2335,1,102.316502882168
D1M2336,1,102.40996810142
D1M2337,1,102.453790116124
D1M2338,1,102.496340428479
D1M2339,1,102.555277864449
D1M2340,1,102.571448315866
D1M2341,1,102.603084761649
D1M2342,1,102.700256165117
D1M2343,1,102.71592236124
D1M2344,1,102.780022504739
D1M2345,1,102.842501420528
D1M2346,1,102.99064673949
D1M2347,1,102.997166728601
D1M2348,1,103.006544988602
D1M2349,1,103.010561680421
D1M2350,1,103.03919908125
D1M2351,1,103.056728281081
D1M2352,1,103.10939592775
D1M2353,1,103.114912016317
D1M2354,1,103.125974535942
D1M2355,1,103.151854625903
D1M2356,1,103.193466919474
D1M2357,1,103.282451550476
D1M2358,1,103.437952282839
D1M2359,1,103.590716910549
D1M2360,1,103.603688073345
D1M2361,1,103.645392484032
D1M2362,1,103.770152879879
D1M2363,1,103.824838595465
D1M2364,1,103.866795720533
D1M2365,1,103.956675077789
D1M2366,1,103.976687374525
D1M2367,1,103.985911491327
D1M2368,1,104.013786599971
D1M2369,1,104.069145005196
D1M2370,1,104.091168162413
D1M2371,1,104.103709920309
D1M2372,1,104.126859940588
D1M2373,1,104.227971048094
D1M2374,1,104.279226805083
D1M2375,1,104.300397816114
D1M2376,1,104.341932912357
D1M2377,1,104.355417340994
D1M2378,1,104.467282681726
D1M2379,1,104.575399090536
D1M2380,1,104.58174993284
D1M2381,1,104.629964148626
D1M2382,1,104.648097222671
D1M2383,1,104.729864825495
D1M2384,1,104.796948633157
D1M2385,1,104.818848618306
D1M2386,1,104.823177787475
D1M2387,1,104.829848441295
D1M2388,1,104.838154446334
D1M2389,1,104.92067323532
D1M2390,1,104.934151126072
D1M2391,1,105.021294755861
D1M2392,1,105.033633587882
D1M2393,1,105.096694165841
D1M2394,1,105.1164335059
D1M2395,1,105.186508437619
D1M2396,1,105.195014434867
D1M2397,1,105.238565756008
D1M2398,1,105.280344430357
D1M2399,1,105.43578975834
D1M2400,1,105.442822552286
D1M2401,1,105.517930649221
D1M2402,1,105.524269128218
D1M2403,1,105.589643740095
D1M2404,1,105.666325455531
D1M2405,1,105.786936641671
D1M2406,1,105.790999894962
D1M2407,1,105.821989299729
D1M2408,1,105.827027829364
D1M2409,1,105.837706918828
D1M2410,1,105.851950747892
D1M2411,1,105.878694802523
D1M2412,1,105.911384434439
D1M2413,1,105.915454267524
D1M2414,1,105.967148733325
D1M2415,1,105.981593602337
D1M2416,1,106.028054617345
D1M2417,1,106.041874280199
D1M2418,1,106.101261950098
D1M2419,1,106.183585105464
D1M2420,1,106.188976052217
D1M2421,1,106.287940805778
D1M2422,1,106.303168586455
D1M2423,1,106.316629252397
D1M2424,1,106.321695316583
D1M2425,1,106.334495572373
D1M2426,1,106.4763542125
D1M2427,1,106.501270467415
D1M2428,1,106.616403074004
D1M2429,1,106.620646496303
D1M2430,1,106.659466694109
D1M2431,1,106.733439713717
D1M2432,1,106.829774770886
D1M2433,1,106.847180170007
D1M2434,1,106.889094756916
D1M2435,1,106.907072262838
D1M2436,1,106.918793432415
D1M2437,1,107.017345377244
D1M2438,1,107.056632698514
D1M2439,1,107.176366173662
D1M2440,1,107.20252525527
D1M2441,1,107.206582096405
D1M2442,1,107.314515025355
D1M2443,1,107.338396534324
D1M2444,1,107.339697615243
D1M2445,1,107.360722026788
D1M2446,1,107.457909188233
D1M2447,1,107.50328738708
D1M2448,1,107.558909109794
D1M2449,1,107.705626739189
D1M2450,1,107.711175265722
D1M2451,1,107.796363062225
D1M2452,1,107.911125817336
D1M2453,1,107.9766184045
D1M2454,1,107.985444632359
D1M2455,1,108.05493501015
D1M2456,1,108.073445856571
D1M2457,1,108.11132313218
D1M2458,1,108.261926821433
D1M2459,1,108.348461380228
D1M2460,1,108.356897220947
D1M2461,1,108.539036312141
D1M2462,1,108.645852184854
D1M2463,1,108.647224470042
D1M2464,1,108.682632269338
D1M2465,1,108.757271650247
D1M2466,1,108.769109454006
D1M2467,1,108.782683149911
D1M2468,1,108.902881443501
D1M2469,1,108.949040081352
D1M2470,1,109.060346349142
D1M2471,1,109.13971668575
D1M2472,1,109.159379038028
D1M2473,1,109.500908274204
D1M2474,1,109.524376010522
D1M2475,1,109.537174087018
D1M2476,1,109.544472629204
D1M2477,1,109.648394230753
D1M2478,1,109.702955433168
D1M2479,1,109.723993255757
D1M2480,1,109.754808316939
D1M2481,1,109.802882890217
D1M2482,1,109.824579237029
D1M2483,1,109.897865946405
D1M2484,1,109.994144258089
D1M2485,1,110.075722807087
D1M2486,1,110.223458460532
D1M2487,1,110.236183530651
D1M2488,1,110.25580862537
D1M2489,1,110.29812135268
D1M2490,1,110.311783351935
D1M2491,1,110.375861199573
D1M2492,1,110.49895523116
D1M2493,1,110.558960898779
D1M2494,1,110.582434628159
D1M2495,1,110.659805671312
D1M2496,1,110.691468059085
D1M2497,1,110.776279298589
D1M2498,1,110.78025332652
D1M2499,1,110.785889024846
D1M2500,1,110.799867399037
D1M2501,1,110.867401943542
D1M2502,1,111.067019314505
D1M2503,1,111.288880077191
D1M2504,1,111.320648118854
D1M2505,1,111.379500394687
D1M2506,1,111.418134304695
D1M2507,1,111.443548067473
D1M2508,1,111.454668589868
D1M2509,1,111.500684148632
D1M2510,1,111.640584315173
D1M2511,1,111.673805946484
D1M2512,1,111.677026608959
D1M2513,1,111.705672936514
D1M2514,1,111.742909164168
D1M2515,1,111.793732875958
D1M2516,1,111.870028604753
D1M2517,1,111.919190310873
D1M2518,1,111.94514349103
D1M2519,1,111.983578833751
D1M2520,1,112.103146682493
D1M2521,1,112.218427690677
D1M2522,1,112.225770237856
D1M2523,1,112.385618579574
D1M2524,1,112.416559914127
D1M2525,1,112.448554141447
D1M2526,1,112.461864813231
D1M2527,1,112.544160350226
D1M2528,1,112.559850099497
D1M2529,1,112.604906684719
D1M2530,1,112.797872554511
D1M2531,1,112.8212925978
D1M2532,1,112.854491220787
D1M2533,1,112.879847777076
D1M2534,1,112.894959761761
D1M2535,1,112.898005032912
D1M2536,1,112.965845935978
D1M2537,1,112.97414125409
D1M2538,1,113.063461412676
D1M2539,1,113.104005348869
D1M2540,1,113.137367628515
D1M2541,1,113.145103789866
D1M2542,1,113.160233544186
D1M2543,1,113.237943300046
D1M2544,1,113.307811198756
D1M2545,1,113.340389477089
D1M2546,1,113.361578006297
D1M2547,1,113.391292230226
D1M2548,1,113.427403564565
D1M2549,1,113.452341947705
D1M2550,1,113.531122198328
D1M2551,1,113.588774562813
D1M2552,1,113.612391413189
D1M2553,1,113.617420094088
D1M2554,1,113.655641111545
D1M2555,1,113.739365763031
D1M2556,1,113.773542009294
D1M2557,1,113.99972921703
D1M2558,1,114.037507125176
D1M2559,1,114.064733893611
D1M2560,1,114.081955770962
D1M2561,1,114.099786384031
D1M2562,1,114.142616651952
D1M2563,1,114.17322694324
D1M2564,1,114.184720460325
D1M2565,1,114.217742853798
D1M2566,1,114.236965533346
D1M2567,1,114.248219328001
D1M2568,1,114.277643789537
D1M2569,1,114.281070437282
D1M2570,1,114.358510882594
D1M2571,1,114.376718555577
D1M2572,1,114.420376787893
D1M2573,1,114.470972763374
D1M2574,1,114.555837353691
D1M2575,1,114.636672302149
D1M2576,1,114.690954093821
D1M2577,1,114.822249524295
D1M2578,1,114.823570176959
D1M2579,1,114.858926134184
D1M2580,1,114.868250037543
D1M2581,1,114.916328676045
D1M2582,1,114.976074546576
D1M2583,1,114.987210575491
D1M2584,1,115.104568535462
D1M2585,1,115.168634983711
D1M2586,1,115.221241484396
D1M2587,1,115.256619569845
D1M2588,1,115.315167834051
D1M2589,1,115.349427480251
D1M2590,1,115.400970401242
D1M2591,1,115.516306897625
D1M2592,1,115.53908849135
D1M2593,1,115.598624437116
D1M2594,1,115.7224865444
D1M2595,1,115.801768242382
D1M2596,1,115.915462221019
D1M2597,1,115.93930114992
D1M2598,1,115.969603699632
D1M2599,1,115.979582732543
D1M2600,1,115.982855111361
D1M2601,1,116.098862621002
D1M2602,1,116.103778523393
D1M2603,1,116.251539071091
D1M2604,1,116.292109829374
D1M2605,1,116.298572863452
D1M2606,1,116.393233509734
D1M2607,1,116.402254197747
D1M2608,1,116.536348052323
D1M2609,1,116.597677348182
D1M2610,1,116.642420240678
D1M2611,1,116.657489016652
D1M2612,1,116.691486057825
D1M2613,1,116.73917053733
D1M2614,1,116.778982649557
D1M2615,1,116.924302889965
D1M2616,1,116.948204850778
D1M2617,1,117.163172001019
D1M2618,1,117.278668088838
D1M2619,1,117.294041672722
D1M2620,1,117.338010580279
D1M2621,1,117.349369819276
D1M2622,1,117.367245401256
D1M2623,1,117.405743105337
D1M2624,1,117.443014285527
D1M2625,1,117.517489506863
D1M2626,1,117.5482400693
D1M2627,1,117.602899759077
D1M2628,1,117.774454811588
D1M2629,1,117.800095556304
D1M2630,1,117.851474443451
D1M2631,1,117.851917636581
D1M2632,1,117.885193331167
D1M2633,1,117.988817961887
D1M2634,1,118.041841085069
D1M2635,1,118.074041674845
D1M2636,1,118.097849003971
D1M2637,1,118.109216792509
D1M2638,1,118.131096954457
D1M2639,1,118.298489763401
D1M2640,1,118.409052472562
D1M2641,1,118.410492064431
D1M2642,1,118.448744807392
D1M2643,1,118.450359664857
D1M2644,1,118.501679920591
D1M2645,1,118.508739913814
D1M2646,1,118.556827772409
D1M2647,1,118.597969631664
D1M2648,1,118.719002427533
D1M2649,1,118.732094415464
D1M2650,1,118.737596380524
D1M2651,1,118.767784642987
D1M2652,1,118.779810955748
D1M2653,1,118.792281593196
D1M2654,1,118.811762016267
D1M2655,1,118.852051603608
D1M2656,1,119.113660943694
D1M2657,1,119.13746311795
D1M2658,1,119.282091055065
D1M2659,1,119.286038973369
D1M2660,1,119.34197417926
D1M2661,1,119.38407484442
D1M2662,1,119.401690545492
D1M2663,1,119.425697112456
D1M2664,1,119.431450492702
D1M2665,1,119.57534589339
D1M2666,1,119.631284954958
D1M2667,1,120.194572946057
D1M2668,1,120.249108709395
D1M2669,1,120.293133817613
D1M2670,1,120.366845405661
D1M2671,1,120.528847100213
D1M2672,1,120.557722882368
D1M2673,1,120.596199422143
D1M2674,1,120.66362131387
D1M2675,1,120.723921689205
D1M2676,1,120.731401406229
D1M2677,1,120.784621210769
D1M2678,1,120.826720995829
D1M2679,1,120.853498997167
D1M2680,1,120.888668205589
D1M2681,1,120.983762196265
D1M2682,1,121.012467364781
D1M2683,1,121.114948829636
D1M2684,1,121.177790975198
D1M2685,1,121.213877499104
D1M2686,1,121.268201912753
D1M2687,1,121.28360638395
D1M2688,1,121.340549010783
D1M2689,1,121.388099757023
D1M2690,1,121.394777870737
D1M2691,1,121.415361855179
D1M2692,1,121.453561163507
D1M2693,1,121.498120115139
D1M2694,1,121.636924557388
D1M2695,1,121.637429315597
D1M2696,1,121.645462489687
D1M2697,1,121.653676880524
D1M2698,1,121.679219263606
D1M2699,1,121.692565348931
D1M2700,1,121.709529147483
D1M2701,1,121.715416260995
D1M2702,1,121.746101486497
D1M2703,1,121.756921182387
D1M2704,1,121.782379033975
D1M2705,1,121.79429856129
D1M2706,1,121.817286978476
D1M2707,1,121.879098275676
D1M2708,1,121.893196343444
D1M2709,1,121.937408158556
D1M2710,1,121.977756125852
D1M2711,1,121.998172262684
D1M2712,1,122.139690346085
D1M2713,1,122.176827541552
D1M2714,1,122.191345794126
D1M2715,1,122.240018709563
D1M2716,1,122.370940516703
D1M2717,1,122.409840049222
D1M2718,1,122.410685238428
D1M2719,1,122.481915992685
D1M2720,1,122.511652722023
D1M2721,1,122.514418289065
D1M2722,1,122.579517471604
D1M2723,1,122.659652656876
D1M2724,1,122.748148664832
